DomainValueId;Explanation
1560;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cw tem um inverno seco. Pelo menos 10 vezes mais chuva no mês mais chuvoso do verão do que no mês mais seco do inverno. Este tipo de clima ocorre em dois locais característicos: (1) locais elevados em baixas latitudes onde a altitude reduz a temperatura dos tipos climáticos Aw que prevalecem nas planícies adjacentes, e (2) terras de latitude média de monção do sudeste da Ásia, particularmente do Norte Índia e sul da China. O sufixo 'c' em Cwc denota um verão ameno curto, com menos de 4 meses com temperaturas acima de 10°C.
1561;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo Df é um clima frio com invernos úmidos.
1562;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo Df é um clima frio com invernos úmidos.
1609;-em branco-
1610;-em branco-
1611;-em branco-
1563;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo Df é um clima frio com invernos úmidos.
1623;-em branco-
1624;-em branco-
1565;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo DW é um clima frio, com invernos secos. Característico do nordeste da Ásia, onde o anticiclone de inverno é bem desenvolvido.
1567;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo DW é um clima frio, com invernos secos. Característico do nordeste da Ásia, onde o anticiclone de inverno é bem desenvolvido.
1568;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo DW é um clima frio, com invernos secos. Característico do nordeste da Ásia, onde o anticiclone de inverno é bem desenvolvido.
1569;-em branco-
1570;-em branco-
1571;-em branco-
1572;-em branco-
1573;-em branco-
1574;-em branco-
1575;-em branco-
1576;-em branco-
1577;-em branco-
1578;-em branco-
1579;-em branco-
1580;-em branco-
1581;-em branco-
1582;-em branco-
1583;-em branco-
1584;-em branco-
1585;-em branco-
1586;-em branco-
1587;-em branco-
1588;-em branco-
1589;-em branco-
1590;-em branco-
1591;-em branco-
1592;-em branco-
1593;-em branco-
1594;-em branco-
1595;-em branco-
1596;-em branco-
1597;-em branco-
1598;-em branco-
1599;-em branco-
1600;-em branco-
1601;-em branco-
1602;-em branco-
1603;-em branco-
1604;-em branco-
1605;-em branco-
1606;-em branco-
1607;-em branco-
1612;-em branco-
1613;-em branco-
1614;-em branco-
1615;-em branco-
1616;-em branco-
1617;-em branco-
1618;-em branco-
1619;-em branco-
1620;-em branco-
1625;-em branco-
1626;-em branco-
1627;-em branco-
1628;-em branco-
1629;-em branco-
1630;-em branco-
1631;-em branco-
1632;-em branco-
1633;-em branco-
1634;-em branco-
1635;-em branco-
1636;-em branco-
1637;-em branco-
1638;-em branco-
1639;-em branco-
1640;-em branco-
1641;-em branco-
1642;-em branco-
1643;-em branco-
1644;-em branco-
1645;-em branco-
1646;-em branco-
1647;-em branco-
1648;-em branco-
1649;-em branco-
1650;-em branco-
1651;-em branco-
1652;-em branco-
1653;-em branco-
1654;-em branco-
1655;-em branco-
1656;-em branco-
1657;-em branco-
1658;-em branco-
1659;-em branco-
1660;-em branco-
1661;-em branco-
1662;-em branco-
1663;-em branco-
1664;-em branco-
1665;-em branco-
1666;-em branco-
1667;-em branco-
1668;-em branco-
1669;-em branco-
1670;-em branco-
1671;-em branco-
1672;-em branco-
1673;-em branco-
1674;-em branco-
1675;-em branco-
1676;-em branco-
1677;-em branco-
1678;-em branco-
1680;-em branco-
1681;-em branco-
1682;-em branco-
1683;-em branco-
1684;-em branco-
1685;-em branco-
1686;-em branco-
1687;-em branco-
1688;-em branco-
1689;-em branco-
1690;-em branco-
1691;-em branco-
1692;-em branco-
1693;-em branco-
1694;-em branco-
1695;-em branco-
1696;-em branco-
1697;-em branco-
1698;-em branco-
1699;-em branco-
1700;-em branco-
1701;-em branco-
1702;-em branco-
1703;-em branco-
1704;-em branco-
1705;-em branco-
1706;-em branco-
1707;-em branco-
1708;-em branco-
1709;-em branco-
1710;-em branco-
1711;-em branco-
1712;-em branco-
1713;-em branco-
1714;-em branco-
1715;-em branco-
1716;-em branco-
1717;-em branco-
1718;-em branco-
1719;-em branco-
1720;-em branco-
1721;-em branco-
1722;-em branco-
1723;-em branco-
1724;-em branco-
1725;-em branco-
1726;-em branco-
1727;-em branco-
1728;-em branco-
1729;-em branco-
1730;-em branco-
1731;-em branco-
1732;-em branco-
1733;-em branco-
1734;-em branco-
1735;-em branco-
1736;-em branco-
1737;-em branco-
1738;-em branco-
1739;-em branco-
1740;-em branco-
1741;-em branco-
1742;-em branco-
1743;-em branco-
1744;-em branco-
1745;-em branco-
1746;-em branco-
1747;-em branco-
1748;-em branco-
1749;-em branco-
1750;-em branco-
1751;-em branco-
1752;-em branco-
1753;-em branco-
1755;-em branco-
1756;-em branco-
1757;-em branco-
1758;-em branco-
1759;-em branco-
1760;-em branco-
1761;-em branco-
1762;-em branco-
1763;-em branco-
1764;-em branco-
1765;-em branco-
1766;-em branco-
1767;-em branco-
1768;-em branco-
1769;-em branco-
1770;-em branco-
1771;-em branco-
1772;-em branco-
1773;-em branco-
1774;-em branco-
1775;-em branco-
1776;-em branco-
1777;-em branco-
1778;-em branco-
1779;-em branco-
1780;-em branco-
1781;-em branco-
1782;-em branco-
1783;-em branco-
1784;-em branco-
1785;-em branco-
1786;-em branco-
1787;-em branco-
1788;-em branco-
1789;-em branco-
1790;-em branco-
1791;-em branco-
1792;-em branco-
1793;-em branco-
1794;-em branco-
1795;-em branco-
1796;-em branco-
1797;-em branco-
1798;-em branco-
1799;-em branco-
1800;-em branco-
1801;-em branco-
1802;-em branco-
1803;-em branco-
1804;-em branco-
1805;-em branco-
1806;-em branco-
1807;Processo de remoção de massa, assistido por água corrente não canalizada, pelo qual a rocha e o solo são transportados encosta abaixo, mais especificamente, erosão laminar.
1808;-em branco-
1809;-em branco-
1810;-em branco-
1811;-em branco-
1812;-em branco-
1813;-em branco-
1814;-em branco-
1815;-em branco-
1816;-em branco-
1817;-em branco-
1818;-em branco-
1819;-em branco-
1820;-em branco-
1821;-em branco-
1822;-em branco-
1823;-em branco-
1824;-em branco-
1825;-em branco-
2115;-em branco-
1826;-em branco-
1827;-em branco-
1828;-em branco-
1829;-em branco-
1830;-em branco-
1831;-em branco-
1832;-em branco-
1833;-em branco-
1834;-em branco-
1835;-em branco-
1836;-em branco-
1837;-em branco-
1838;-em branco-
1839;-em branco-
1840;-em branco-
1841;-em branco-
1842;-em branco-
1843;-em branco-
1844;-em branco-
1845;-em branco-
1846;-em branco-
1847;-em branco-
1848;-em branco-
1849;-em branco-
1850;-em branco-
1851;-em branco-
1852;-em branco-
1853;-em branco-
1854;-em branco-
1855;-em branco-
1856;-em branco-
1857;-em branco-
1858;-em branco-
1859;-em branco-
1860;-em branco-
1861;-em branco-
1862;-em branco-
1863;-em branco-
1864;-em branco-
1865;-em branco-
1866;-em branco-
1867;-em branco-
1868;-em branco-
1869;-em branco-
1870;-em branco-
1871;-em branco-
1872;-em branco-
1873;-em branco-
1874;-em branco-
1875;-em branco-
1876;-em branco-
1877;Profundidade < 30 cm. Completamente suavizado pelo cultivo normal
1878;Profundidade > 30 cm. Não suavizado pelo cultivo normal
1879;-em branco-
1880;-em branco-
1881;-em branco-
1882;-em branco-
1883;-em branco-
1884;Nenhum afloramento rochoso observado
1885;Menos de 2% de rocha exposta.
1886;Exposições cerca de 10-35 m à parte, cobertura de 2-10%.
1887;Exposições cerca de 10-35 m à parte, cobertura de 10-25%.
1888;Exposições até 3,5 m à parte, cobertura de 50-90%.
1889;Exposições cerca de 3,5-10 à parte, cobertura de 25-50%.
1890;Cobertura acima de 90%.
1891;Nenhuma pedra observada na superfície.
1892;-em branco-
1893;Cobertura 0,01-0,1%.
1894;Cobertura 0,1-3%.
1895;Cobertura 3-15%.
1896;Cobertura 15-90%.
1897;-em branco-
1898;-em branco-
1899;-em branco-
1900;-em branco-
1901;-em branco-
1902;-em branco-
1903;-em branco-
1904;-em branco-
1905;-em branco-
1906;-em branco-
1907;-em branco-
1908;-em branco-
1909;-em branco-
1910;-em branco-
1911;-em branco-
1912;-em branco-
1913;-em branco-
1914;-em branco-
1915;-em branco-
1916;-em branco-
1917;-em branco-
1918;-em branco-
1919;-em branco-
1920;-em branco-
1921;-em branco-
1922;-em branco-
1923;-em branco-
1924;-em branco-
1925;-em branco-
1926;-em branco-
1927;-em branco-
1928;-em branco-
1929;-em branco-
1930;-em branco-
1931;-em branco-
1932;-em branco-
1933;-em branco-
1934;-em branco-
1935;-em branco-
1936;-em branco-
1937;-em branco-
1938;-em branco-
1939;-em branco-
1940;-em branco-
1941;-em branco-
1942;-em branco-
1943;-em branco-
1944;-em branco-
1945;-em branco-
1946;-em branco-
1947;-em branco-
1948;-em branco-
1949;-em branco-
1950;-em branco-
1951;-em branco-
1952;-em branco-
1953;-em branco-
1954;-em branco-
1955;-em branco-
1956;-em branco-
1957;-em branco-
1958;-em branco-
1959;-em branco-
1960;-em branco-
1961;-em branco-
1962;-em branco-
1963;-em branco-
1964;-em branco-
1965;-em branco-
1966;-em branco-
1967;-em branco-
1968;-em branco-
1969;-em branco-
1970;-em branco-
1971;-em branco-
1972;-em branco-
1973;-em branco-
1974;-em branco-
1975;-em branco-
1976;-em branco-
1977;-em branco-
1978;-em branco-
1979;-em branco-
1980;-em branco-
1981;-em branco-
1982;-em branco-
1983;-em branco-
1984;-em branco-
1985;-em branco-
1986;-em branco-
1987;-em branco-
1988;-em branco-
1989;-em branco-
1990;-em branco-
1991;-em branco-
1992;-em branco-
1993;-em branco-
1994;-em branco-
1995;-em branco-
1996;-em branco-
1997;-em branco-
1998;-em branco-
1999;-em branco-
2000;-em branco-
2001;-em branco-
2002;-em branco-
2003;-em branco-
2004;-em branco-
2005;-em branco-
2006;-em branco-
2007;-em branco-
2008;-em branco-
2009;-em branco-
2010;-em branco-
2011;-em branco-
2012;-em branco-
2013;-em branco-
2014;-em branco-
2015;-em branco-
2016;-em branco-
2017;-em branco-
2018;-em branco-
2019;-em branco-
2020;-em branco-
2021;-em branco-
2022;-em branco-
2023;-em branco-
2024;-em branco-
2025;-em branco-
2026;-em branco-
2027;-em branco-
2028;-em branco-
2029;-em branco-
2030;-em branco-
2031;-em branco-
2032;-em branco-
2033;-em branco-
2034;-em branco-
2035;-em branco-
2036;-em branco-
2037;-em branco-
2038;-em branco-
2039;-em branco-
2040;-em branco-
2041;-em branco-
2042;-em branco-
2043;-em branco-
2044;-em branco-
2045;-em branco-
2046;-em branco-
2047;-em branco-
2071;-em branco-
2072;-em branco-
2073;-em branco-
2074;-em branco-
2075;-em branco-
2076;-em branco-
2077;-em branco-
2078;-em branco-
2079;-em branco-
2083;Condição em que não há nenhuma agregação observável ou nenhum arranjo definido e ordenado de linhas naturais de fraqueza. Massiva se coerente, grão simples se não-coerente.
2081;Condição em que não há nenhuma agregação observável ou nenhum arranjo definido e ordenado de linhas naturais de fraqueza. O solo é fracamente coerente.
2082;Condição em que não há nenhuma agregação observável ou nenhum arranjo definido e ordenado de linhas naturais de fraqueza. O solo é moderadamente coerente.
2083;Condição em que não há nenhuma agregação observável ou nenhum arranjo definido e ordenado de linhas naturais de fraqueza. O solo é fortemente coerente.
2084;-em branco-
2085;-em branco-
2086;-em branco-
2087;-em branco-
2088;-em branco-
2089;-em branco-
2090;-em branco-
2091;-em branco-
2092;-em branco-
2093;-em branco-
2094;-em branco-
2095;-em branco-
2096;-em branco-
2097;De menos de 0,1 mm até mais do que 10 mm de diâmetro.
2098;-em branco-
2099;-em branco-
2100;-em branco-
2101;-em branco-
2102;-em branco-
2103;-em branco-
2104;-em branco-
2105;-em branco-
2106;Poros individuais se estendem por todo o horizonte.
2107;De forma aproximadamente esférica ou elipsoidal, sem apreciável elongação em qualquer direção.
2108;Poros individuais estendem-se apenas parcialmente ao longo o horizonte.
2109;Com formato irregular, com faces curvadas para dentro, delimitadas por superfícies angulares ou curvadas ou grãos minerais adjacentes ou peds ou ambos.
2110;Mais ou menos cilíndrica.
2111;-em branco-
2112;Número de raízes muito finas (diâmetro < 1 mm) e raízes finas (1-2 mm de diâmetro): 1-10 por dm³. Número de raízes médias (2-5 mm de diâmetro) e raízes grossas (> 5 mm de diâmetro): 1 por dm³.
2113;Número de raízes muito finas (diâmetro < 1 mm) e raízes finas (1-2 mm de diâmetro): 10-100 por dm³. Número de raízes médias (2-5 mm de diâmetro): 1-10 por dm³. Raízes grossas (diâmetro > 5 mm): 1-5 por dm³.
2114;Número de raízes muito finas (diâmetro < 1 mm) e raízes finas (1-2 mm de diâmetro): > 100 por dm³. Número de raízes médias (2-5 mm de diâmetro): > 10 por dm³. Raízes grossas (> 5 mm de diâmetro): > 5 por dm³.
2116;-em branco-
2117;-em branco-
2118;-em branco-
2119;-em branco-
2120;-em branco-
2121;-em branco-
2122;-em branco-
2123;-em branco-
1271;Solo com peds bem formados e distintos, resistentes ​​e evidentes em solo perturbado, o qual produz muitos peds inteiros, alguns peds quebrados e pouco material apedal.
2125;Nenhuma agregação observável ou ausência de arranjo ordenado de planos naturais de fraqueza (massiva ou grão simples)
1272;Solo com peds resistentes ​​que são claramente evidentes em solo (seco) não perturbado, o qual esboroa-se, principalmente, em peds inteiros.
2127;Solo com peds indistintos mal formados, que são mal observáveis ​​no seu lugar mesmo com o solo seco, o qual esboroa-se em poucos peds intactos, muitos peds quebrados e muito material apedal.
2128;Delimitada por planos que se cruzam com ângulos em grande parte agudos.
2129;Esferoidal ou poliédrica, porosa.
2130;Prismas com topos arredondadas
2131;Esferoidal ou poliédrica, relativamente não-porosa
2132;Nenhuma estrutura
2133;Nenhuma estrutura, grãos individuais
2134;Partículas dispostas em torno de um plano geral horizontal
2135;Prismas sem a extremidade superior arredondada
2136;Faces arredondados e planas com vértices na maior parte arredondados
2137;Estrutura em horizontes com slickensides
2138;-em branco-
2139;-em branco-
2140;-em branco-
2141;-em branco-
2142;-em branco-
2143;-em branco-
2144;-em branco-
2145;-em branco-
2146;-em branco-
2147;-em branco-
2148;-em branco-
2149;-em branco-
2150;-em branco-
2151;-em branco-
2152;-em branco-
2153;-em branco-
2154;-em branco-
2155;-em branco-
2156;-em branco-
2157;-em branco-
2158;-em branco-
2159;-em branco-
2160;-em branco-
2161;-em branco-
2162;-em branco-
2163;-em branco-
2164;-em branco-
2165;-em branco-
2166;-em branco-
2167;-em branco-
2168;-em branco-
2169;-em branco-
2170;-em branco-
2171;-em branco-
2172;-em branco-
2173;-em branco-
2174;-em branco-
2175;-em branco-
2176;-em branco-
2177;-em branco-
2178;-em branco-
2179;-em branco-
2180;-em branco-
2181;-em branco-
2182;-em branco-
2183;-em branco-
2184;-em branco-
2185;-em branco-
2186;-em branco-
2187;-em branco-
2188;-em branco-
2189;-em branco-
2190;-em branco-
2191;-em branco-
2192;-em branco-
2193;-em branco-
2194;-em branco-
2195;-em branco-
2196;-em branco-
2197;-em branco-
2198;-em branco-
2199;-em branco-
2200;-em branco-
2201;-em branco-
2202;-em branco-
2203;-em branco-
2204;-em branco-
2205;-em branco-
2206;-em branco-
2207;-em branco-
2208;-em branco-
2209;-em branco-
2210;-em branco-
2211;-em branco-
2212;-em branco-
2213;-em branco-
2214;-em branco-
2215;-em branco-
2216;-em branco-
2217;-em branco-
2218;-em branco-
2219;-em branco-
2220;-em branco-
2221;-em branco-
2222;Gelisols e subordens Gelic e grandes grupos que têm uma temperatura média anual do solo de -10 °C ou inferior.
2223;Gelisols e subordens Gelic e grandes grupos que têm uma temperatura média anual do solo de +1 °C a -4 ° C.
2224;-em branco-
2243;Criada, principalmente, por perturbação artificial, por exemplo, o revolvimento.
2244;Esferóides ou poliedros, com superfícies curvas ou irregulares que não são moldes das faces de agregados adjacentes.
2225;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cw tem um inverno seco. Pelo menos 10 vezes mais chuva no mês mais chuvoso do verão do que no mês mais seco do inverno. Este tipo de clima ocorre em dois locais característicos: (1) locais elevados em baixas latitudes onde a altitude reduz a temperatura dos tipos climáticos Aw que prevalecem nas planícies adjacentes, e (2) terras de latitude média de monção do sudeste da Ásia, particularmente do Norte Índia e sul da China.
2226;-em branco-
2227;-em branco-
2228;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cf não tem estação seca bem definida. A diferença de precipitação entre os meses mais chuvosos e os meses mais secos é menor do que para os outros dois tipos, e o mês mais seco do verão recebe mais de 30 mm.
2229;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cs tem um verão seco. Pelo menos três vezes mais chuva no mês mais chuvoso de inverno do que no mês mais seco do verão, e o mês mais seco do verão recebe menos de 30 mm.
2230;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo Df é um clima frio com invernos úmidos.
2231;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. O tipo DS tem um verão seco, pelo menos três vezes mais chuva no mês mais chuvoso de inverno do que no mês mais seco do verão, e o mês mais seco do verão recebe menos do que 30 mm.
2232;Os agregados mal são observáveis ​​in situ e há apenas um arranjo pobre das superfícies naturais de fraqueza. Quando suavemente perturbado, o material do solo esboroa-se em uma mistura de alguns agregados inteiros, muitos agregados quebrados, e muito material sem faces de agregado. As superfícies dos agregados diferem, de alguma forma, do interior dos agregados.
2233;Os agregados são observáveis in situ e há um arranjo distinto das superfícies naturais de fraqueza. Quando perturbado, o material do solo esboroa-se numa mistura de muitos agregados inteiros, alguns agregados quebrados, e pouco material sem faces de agregado. As superfícies dos agregados geralmente mostram diferenças marcantes do interior dos agregados.
2234;Os agregados são claramente observáveis ​​in situ e há um arranjo proeminente das superfícies naturais de fraqueza. Quando perturbado, o material do solo separa-se principalmente em agregados inteiros. As superfícies dos agregados geralmente diferem marcadamente do interior dos agregados.
2235;Fraco: os agregados mal são observáveis ​​in situ e há apenas um arranjo pobre das superfícies naturais de fraqueza. Quando suavemente perturbado, o material do solo esboroa-se em uma mistura de alguns agregados inteiros, muitos agregados quebrados, e muito material sem faces de agregado. As superfícies dos agregados diferem, de alguma forma, do interior dos agregados. Moderado: os agregados são observáveis in situ e há um arranjo distinto das superfícies naturais de fraqueza. Quando perturbado, o material do solo esboroa-se numa mistura de muitos agregados inteiros, alguns agregados quebrados, e pouco material sem faces de agregado. As superfícies dos agregados geralmente mostram diferenças marcantes do interior dos agregados.
2236;Moderado: os agregados são observáveis in situ e há um arranjo distinto das superfícies naturais de fraqueza. Quando perturbado, o material do solo esboroa-se numa mistura de muitos agregados inteiros, alguns agregados quebrados, e pouco material sem faces de agregado. As superfícies dos agregados geralmente mostram diferenças marcantes do interior dos agregados. Forte: os agregados são claramente observáveis ​​in situ e há um arranjo proeminente das superfícies naturais de fraqueza. Quando perturbado, o material do solo separa-se, principalmente, em agregados inteiros. A superfície dos agregados geralmente difere marcadamente do interior dos agregados.
2237;-em branco-
760;-em branco-
2240;-em branco-
2241;-em branco-
2242;Blocos ou poliedros, quase equidimensionais, com superfícies planas ou levemente arredondadas que são moldes das faces dos agregados vizinhos. A subdivisão recomendada é em angular, com faces que se cruzam em ângulos relativamente nítidos e faces de blocos subangulares que se cruzam em ângulos arredondados.
2245;Plana com dimensões verticais limitadas, geralmente orientadas em um plano horizontal e normalmente sobreposto.
2246;As dimensões são limitadas na horizontal e estendidas ao longo do plano vertical. Faces verticais bem definidas. Tem superfícies planas ou ligeiramente arredondadas que são moldes das faces dos agregados circundantes. As faces normalmente intersectam-se em ângulos relativamente agudos. Estruturas prismáticas com topos arredondados são distinguidas como Colunar.
2247;A estrutura da rocha inclui a estratificação fina em sedimentos não consolidados, e pseudomorfos de minerais intemperizados retendo suas posições relativas entre si e aos minerais não intemperizados em saprolito de rochas consolidadas.
941;A camada é, em grande medida, construída a partir de nódulos esféricos cimentados.
2252;-em branco-
2253;-em branco-
2254;-em branco-
2255;-em branco-
2256;-em branco-
2257;-em branco-
2258;-em branco-
2259;-em branco-
2260;-em branco-
